  0:00 ------------------------------------------------------------
  0:00 InitGame: \dmflags\0\fraglimit\30\timelimit\25\sv_hostname\malina\sv_maxclients\8\sv_minRate\0\sv_maxRate\0\sv_dlRate\100\sv_minPing\0\sv_maxPing\0\sv_floodProtect\1\g_maxGameClients\0\capturelimit\8\version\ioq3 1.36+u20181222.e5da13f~dfsg-2/Raspbian linux-arm Mar  8 2019\com_gamename\Quake3Arena\com_protocol\71\g_gametype\0\mapname\q3dm16\sv_privateClients\0\sv_allowDownload\0\bot_minplayers\0\gamename\baseq3\g_needpass\0
  0:00 ClientConnect: 0
 22:04 Item: 0 item_health
 22:06 Item: 1 item_health
 22:07 Item: 2 item_armor_combat
 22:10 Item: 2 weapon_rocketlauncher
 22:10 Item: 1 ammo_slugs
 22:13 Item: 2 item_armor_shard
 22:14 Item: 0 item_health
 22:15 Item: 1 weapon_railgun
 22:20 Item: 1 item_health
 22:20 Item: 1 item_health
 22:25 Item: 2 weapon_rocketlauncher
 22:26 Kill: 0 1 1: vincent-vega killed Bruno by MOD_SHOTGUN
 22:27 Item: 0 ammo_cells
 22:27 Item: 0 ammo_cells
 22:28 Item: 0 item_armor_body
 22:30 Item: 0 item_armor_shard
 22:30 Item: 0 item_armor_shard
 22:30 Item: 0 item_armor_shard
 22:31 Item: 0 item_armor_shard
 22:31 Item: 0 item_armor_shard
 22:31 Item: 0 item_armor_shard
 22:31 Item: 0 item_armor_shard
 22:33 Item: 1 weapon_rocketlauncher
 22:33 Item: 0 item_armor_shard
 22:33 Item: 0 item_armor_shard
 22:34 Item: 0 item_armor_shard
 22:34 Item: 0 item_armor_shard
 22:34 Item: 0 item_armor_shard
 22:34 Item: 0 item_armor_shard
 22:38 Item: 2 weapon_shotgun
 22:40 Item: 0 weapon_railgun
 22:40 Item: 2 weapon_rocketlauncher
 22:45 Item: 2 ammo_bullets
 22:48 Item: 2 item_armor_combat
 22:49 Item: 3 item_health
 22:49 Item: 2 item_health_large
 22:50 Item: 0 weapon_railgun
 22:51 Item: 1 ammo_slugs
 22:52 Item: 2 item_health
 22:53 Item: 2 item_health
 22:53 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 22:53 Item: 2 ammo_shells
 22:58 Item: 0 item_health
 23:03 Item: 1 weapon_rocketlauncher
 23:05 Item: 3 item_health_large
 23:06 Item: 2 item_health
 23:06 Item: 1 item_armor_shard
 23:06 Item: 1 item_armor_shard
 23:06 Item: 1 item_armor_shard
 23:07 Item: 1 item_armor_shard
 23:07 Item: 1 item_armor_shard
 23:08 Item: 0 ammo_shells
 23:09 Item: 1 weapon_shotgun
 23:09 Item: 0 item_health
 23:11 Item: 1 ammo_shells
 23:11 Item: 1 ammo_bullets
 23:14 Item: 0 weapon_railgun
 23:16 Kill: 1022 3 22: <world> killed None by MOD_TRIGGER_HURT
 23:17 Item: 1 weapon_rocketlauncher
 23:18 Item: 0 weapon_shotgun
 23:23 Item: 2 item_armor_body
 23:24 Item: 2 item_health
 23:25 Item: 0 weapon_rocketlauncher
 23:26 Item: 3 weapon_plasmagun
 23:27 Item: 2 weapon_railgun
 23:29 Kill: 0 1 6: vincent-vega killed Bruno by MOD_ROCKET
 23:31 Item: 0 item_health
 23:32 Item: 2 item_armor_combat
 23:33 Item: 1 ammo_bullets
 23:33 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 23:35 Item: 1 weapon_plasmagun
 23:36 Item: 3 ammo_cells
 23:36 Item: 1 weapon_rocketlauncher
 23:36 Item: 3 ammo_cells
 23:38 Item: 1 weapon_shotgun
 23:41 Kill: 2 1 1: ^4anomen killed Bruno by MOD_SHOTGUN
 23:41 Kill: 0 3 7: vincent-vega killed None by MOD_ROCKET_SPLASH
 23:43 Item: 2 weapon_rocketlauncher
 23:46 Item: 3 weapon_rocketlauncher
 23:47 Item: 2 weapon_railgun
 23:47 Item: 3 item_armor_shard
 23:47 Item: 3 item_armor_shard
 23:48 Item: 1 item_armor_shard
 23:49 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 23:51 Kill: 3 1 6: None killed Bruno by MOD_ROCKET
 23:51 Item: 0 item_armor_body
 23:52 Item: 0 item_health
 23:53 Item: 3 ammo_shells
 23:53 Item: 3 ammo_bullets
 23:56 Item: 0 ammo_shells
 23:56 Item: 2 weapon_rocketlauncher
 23:57 Item: 0 ammo_shells
 23:59 Item: 2 item_armor_combat
 24:06 Item: 3 item_health
 24:07 Item: 3 item_health
 24:10 Item: 0 weapon_rocketlauncher
 24:11 Item: 3 ammo_slugs
 24:11 Item: 0 item_armor_shard
 24:11 Item: 0 item_armor_shard
 24:12 Item: 0 item_armor_shard
 24:12 Item: 0 item_armor_shard
 24:12 Item: 0 item_armor_shard
 24:13 Item: 3 weapon_railgun
 24:14 Item: 0 item_health
 24:15 Item: 0 item_health
 24:16 Item: 2 weapon_rocketlauncher
 24:21 Kill: 3 2 10: None killed ^4anomen by MOD_RAILGUN
 24:21 Item: 0 weapon_railgun
 24:21 Item: 1 ammo_bullets
 24:23 Item: 3 item_health
 24:23 Item: 3 item_health
 24:25 Item: 3 ammo_bullets
 24:26 Item: 3 item_health
 24:28 Item: 1 item_health
 24:29 Kill: 1022 0 22: <world> killed vincent-vega by MOD_TRIGGER_HURT
 24:31 Item: 1 weapon_rocketlauncher
 24:33 Item: 0 ammo_bullets
 24:33 Item: 0 ammo_shells
 24:33 Item: 2 weapon_railgun
 24:33 Item: 3 item_health
 24:34 Item: 3 ammo_bullets
 24:34 Item: 3 ammo_shells
 24:36 Item: 2 item_armor_body
 24:39 Item: 3 ammo_shells
 24:40 Item: 2 weapon_railgun
 24:44 Item: 2 weapon_rocketlauncher
 24:45 Kill: 2 1 10: ^4anomen killed Bruno by MOD_RAILGUN
 24:46 Item: 3 item_health
 24:47 Item: 2 item_health
 24:50 Item: 0 weapon_shotgun
 24:51 Item: 0 item_armor_shard
 24:52 Item: 0 item_armor_shard
 24:52 Item: 3 weapon_rocketlauncher
 24:52 Item: 0 item_armor_shard
 24:52 Item: 0 item_armor_shard
 24:52 Item: 0 item_armor_shard
 24:53 Item: 0 weapon_rocketlauncher
 24:54 Item: 0 item_armor_shard
 24:54 Item: 0 item_armor_shard
 24:55 Item: 1 item_armor_shard
 24:55 Item: 1 item_armor_shard
 24:56 Item: 1 item_armor_shard
 24:56 Item: 1 item_armor_shard
 24:56 Item: 1 item_armor_shard
 24:56 Item: 1 item_armor_shard
 24:56 Item: 0 ammo_slugs
 24:57 Item: 2 weapon_shotgun
 24:59 Item: 3 item_health_large
 24:59 Item: 0 weapon_railgun
 25:04 Item: 3 item_health_large
 25:05 Item: 2 weapon_rocketlauncher
 25:08 Item: 1 item_health
 25:10 Item: 0 item_armor_body
 25:10 Item: 2 item_armor_combat
 25:12 Item: 1 weapon_rocketlauncher
 25:15 Item: 3 item_health
 25:16 Item: 0 item_health
 25:16 Item: 3 ammo_shells
 25:17 Item: 0 item_health
 25:17 Kill: 2 1 7: ^4anomen killed Bruno by MOD_ROCKET_SPLASH
 25:18 Item: 0 item_health
 25:18 Item: 2 weapon_rocketlauncher
 25:20 Item: 0 item_health
 25:21 Item: 0 ammo_shells
 25:21 Item: 0 ammo_bullets
 25:21 Item: 2 weapon_plasmagun
 25:22 Item: 3 weapon_rocketlauncher
 25:22 Item: 0 ammo_bullets
 25:23 Item: 0 ammo_shells
 25:25 Item: 2 weapon_railgun
 25:28 Item: 0 weapon_rocketlauncher
 25:28 Item: 2 item_armor_shard
 25:29 Item: 2 item_armor_shard
 25:29 Kill: 3 1 6: None killed Bruno by MOD_ROCKET
 25:31 Item: 3 item_armor_shard
 25:31 Item: 2 item_health
 25:31 Item: 3 item_armor_shard
 25:31 Item: 3 item_armor_shard
 25:31 Item: 3 item_armor_shard
 25:32 Item: 3 item_armor_shard
 25:32 Item: 3 item_armor_shard
 25:32 Item: 3 item_armor_shard
 25:32 Item: 1 ammo_cells
 25:32 Item: 1 ammo_cells
 25:33 Item: 2 item_health
 25:33 Item: 2 item_health
 25:35 Item: 3 weapon_rocketlauncher
 25:36 Item: 0 item_armor_body
 25:41 Item: 2 item_armor_combat
 25:41 Item: 0 weapon_plasmagun
 25:42 Item: 3 ammo_shells
 25:42 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 25:42 Item: 1 ammo_slugs
 25:45 Item: 2 weapon_rocketlauncher
 25:45 Item: 0 item_health
 25:50 Item: 1 weapon_shotgun
 25:51 Item: 2 weapon_railgun
 25:53 Item: 3 weapon_rocketlauncher
 25:55 Item: 1 item_health
 25:56 Item: 2 item_armor_shard
 25:57 Kill: 0 1 6: vincent-vega killed Bruno by MOD_ROCKET
 25:58 Item: 2 item_health
 25:59 Item: 0 weapon_shotgun
 26:00 Item: 3 weapon_rocketlauncher
 26:01 Item: 1 weapon_rocketlauncher
 26:01 Item: 2 weapon_railgun
 26:03 Item: 1 ammo_bullets
 26:06 Item: 1 weapon_rocketlauncher
 26:07 Item: 1 item_health_large
 26:07 Kill: 1022 3 19: <world> killed None by MOD_FALLING
 26:09 Item: 2 weapon_railgun
 26:09 Item: 1 item_health
 26:09 Item: 1 item_health
 26:10 Item: 1 ammo_shells
 26:10 Item: 1 ammo_bullets
 26:11 Item: 1 ammo_shells
 26:12 Item: 0 ammo_rockets
 26:12 Item: 0 ammo_rockets
 26:13 Item: 2 item_armor_body
 26:14 Item: 2 item_health
 26:15 Item: 3 item_armor_combat
 26:15 Item: 2 item_health
 26:18 Item: 2 weapon_railgun
 26:18 Item: 0 item_health
 26:20 Item: 1 item_health
 26:22 Kill: 0 1 10: vincent-vega killed Bruno by MOD_RAILGUN
 26:22 Item: 0 ammo_cells
 26:23 Item: 0 ammo_cells
 26:24 Item: 2 weapon_rocketlauncher
 26:24 Item: 3 ammo_slugs
 26:26 Item: 3 weapon_railgun
 26:28 Item: 3 item_armor_shard
 26:28 Item: 1 weapon_rocketlauncher
 26:29 Item: 3 weapon_rocketlauncher
 26:30 Item: 3 item_armor_shard
 26:30 Item: 3 item_armor_shard
 26:30 Item: 3 item_armor_shard
 26:31 Item: 3 item_armor_shard
 26:31 Item: 3 item_armor_shard
 26:31 Item: 3 item_armor_shard
 26:32 Item: 3 item_armor_shard
 26:32 Kill: 1022 2 22: <world> killed ^4anomen by MOD_TRIGGER_HURT
 26:37 Item: 2 weapon_rocketlauncher
 26:37 Item: 3 item_armor_shard
 26:37 Item: 3 item_armor_shard
 26:37 Item: 3 item_armor_shard
 26:37 Item: 3 item_armor_shard
 26:38 Item: 3 item_armor_shard
 26:39 Item: 3 ammo_shells
 26:40 Item: 3 ammo_bullets
 26:43 Item: 2 item_armor_combat
 26:44 Kill: 0 1 8: vincent-vega killed Bruno by MOD_PLASMA
 26:47 Item: 0 item_armor_body
 26:48 Item: 1 ammo_bullets
 26:48 Item: 1 ammo_shells
 26:50 Item: 1 ammo_bullets
 26:50 Item: 1 ammo_shells
 26:51 Item: 2 weapon_railgun
 26:52 Item: 1 ammo_shells
 26:53 Item: 2 weapon_shotgun
 26:55 Item: 0 weapon_rocketlauncher
 26:57 Item: 2 item_health
 26:57 Item: 2 item_health
 26:57 Kill: 0 2 6: vincent-vega killed ^4anomen by MOD_ROCKET
 26:59 Item: 1 item_health
 27:00 Item: 0 item_health
 27:04 Item: 0 weapon_rocketlauncher
 27:04 Item: 2 weapon_railgun
 27:05 Item: 3 item_armor_shard
 27:05 Item: 3 item_armor_shard
 27:08 Item: 1 item_health
 27:08 Item: 1 item_health
 27:08 Item: 3 ammo_bullets
 27:10 Item: 3 ammo_slugs
 27:11 Item: 2 item_health
 27:11 Item: 2 item_health
 27:12 Item: 3 weapon_railgun
 27:14 Item: 3 item_armor_shard
 27:14 Item: 2 weapon_rocketlauncher
 27:14 Item: 3 item_armor_shard
 27:14 Item: 3 item_armor_shard
 27:15 Item: 3 item_armor_shard
 27:15 Item: 3 item_armor_shard
 27:15 Item: 3 item_armor_shard
 27:15 Item: 3 item_armor_shard
 27:16 Item: 1 item_armor_shard
 27:17 Item: 1 item_armor_shard
 27:17 Item: 1 item_armor_shard
 27:17 Item: 3 item_armor_body
 27:17 Item: 1 item_armor_shard
 27:17 Item: 1 item_armor_shard
 27:18 Item: 2 item_armor_combat
 27:18 Kill: 1022 0 22: <world> killed vincent-vega by MOD_TRIGGER_HURT
 27:21 Item: 2 weapon_rocketlauncher
 27:23 Item: 3 item_health
 27:24 Item: 0 weapon_railgun
 27:25 Item: 2 item_health_large
 27:29 Item: 1 weapon_shotgun
 27:29 Item: 2 weapon_rocketlauncher
 27:31 Item: 0 item_armor_shard
 27:31 Item: 0 item_armor_shard
 27:36 Item: 0 weapon_railgun
 27:37 Item: 1 item_health
 27:39 Item: 3 item_health
 27:40 Item: 2 ammo_cells
 27:40 Item: 2 ammo_cells
 27:43 Item: 3 weapon_rocketlauncher
 27:48 Item: 0 item_armor_combat
 27:51 Item: 0 weapon_rocketlauncher
 27:52 Item: 1 item_health
 27:52 Item: 1 item_health
 27:53 Item: 1 ammo_bullets
 27:53 Item: 1 ammo_shells
 27:54 Item: 2 item_armor_body
 27:55 Item: 1 ammo_bullets
 27:55 Item: 1 ammo_shells
 27:55 Item: 2 item_health
 28:00 Item: 1 weapon_rocketlauncher
 28:01 Item: 2 item_health_large
 28:13 Item: 1 ammo_rockets
 28:13 Kill: 1 2 7: Bruno killed ^4anomen by MOD_ROCKET_SPLASH
 28:13 Item: 1 ammo_rockets
 28:15 Item: 3 item_health
 28:18 Item: 2 weapon_rocketlauncher
 28:19 Kill: 2 1 7: ^4anomen killed Bruno by MOD_ROCKET_SPLASH
 28:20 Item: 3 ammo_slugs
 28:20 Item: 2 item_armor_combat
 28:24 Item: 0 item_armor_body
 28:24 Item: 2 weapon_rocketlauncher
 28:28 Item: 2 weapon_railgun
 28:36 Item: 2 weapon_rocketlauncher
 28:36 Kill: 1022 1 22: <world> killed Bruno by MOD_TRIGGER_HURT
 28:37 Item: 0 item_health
 28:39 Item: 2 weapon_rocketlauncher
 28:40 Kill: 0 2 7: vincent-vega killed ^4anomen by MOD_ROCKET_SPLASH
 28:40 Item: 0 weapon_rocketlauncher
 28:41 Item: 1 ammo_bullets
 28:41 Item: 1 ammo_shells
 28:42 Item: 3 item_armor_shard
 28:42 Item: 3 item_armor_shard
 28:42 Item: 3 item_armor_shard
 28:42 Item: 3 item_armor_shard
 28:42 Item: 3 item_armor_shard
 28:42 Item: 3 item_armor_shard
 28:42 Item: 3 item_armor_shard
 28:43 Item: 1 ammo_bullets
 28:43 Item: 1 ammo_shells
 28:44 Item: 0 weapon_railgun
 28:48 Item: 1 item_health
 28:50 Item: 2 weapon_rocketlauncher
 28:52 Item: 1 item_health
 28:52 Item: 1 item_health
 28:54 Item: 1 ammo_shells
 28:55 Item: 3 item_health
 28:55 Item: 2 item_health_large
 28:56 Item: 1 weapon_shotgun
 28:57 Item: 3 item_health
 28:57 Item: 0 weapon_railgun
 28:58 Item: 1 item_armor_shard
 28:58 Item: 1 item_armor_shard
 28:58 Item: 1 item_armor_shard
 28:58 Item: 1 item_armor_shard
 28:58 Item: 1 item_armor_shard
 28:59 Item: 1 item_armor_shard
 28:59 Item: 1 item_armor_shard
 29:00 Item: 2 item_armor_combat
 29:01 Item: 3 weapon_rocketlauncher
 29:03 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 29:05 Item: 0 item_health
 29:05 Item: 0 item_health
 29:06 Item: 2 weapon_rocketlauncher
 29:07 Item: 3 ammo_bullets
 29:09 Item: 3 weapon_rocketlauncher
 29:12 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 29:12 Kill: 2 1 6: ^4anomen killed Bruno by MOD_ROCKET
 29:15 Item: 0 item_armor_body
 29:17 Item: 0 item_health
 29:17 Item: 3 weapon_shotgun
 29:17 Item: 1 ammo_cells
 29:17 Item: 1 ammo_cells
 29:17 Item: 3 weapon_rocketlauncher
 29:17 Item: 2 ammo_slugs
 29:20 Item: 2 weapon_railgun
 29:24 Item: 0 item_armor_shard
 29:24 Item: 0 item_armor_shard
 29:24 Item: 1 weapon_rocketlauncher
 29:24 Kill: 3 1 6: None killed Bruno by MOD_ROCKET
 29:25 Item: 0 item_armor_shard
 29:25 Item: 0 item_armor_shard
 29:25 Item: 0 item_armor_shard
 29:25 Item: 0 item_armor_shard
 29:25 Item: 0 item_armor_shard
 29:27 Item: 2 item_health
 29:28 Item: 2 item_health
 29:32 Item: 0 weapon_railgun
 29:34 Kill: 3 2 7: None killed ^4anomen by MOD_ROCKET_SPLASH
 29:37 Item: 2 ammo_shells
 29:38 Item: 3 weapon_railgun
 29:38 Item: 2 ammo_bullets
 29:38 Item: 1 weapon_shotgun
 29:39 Item: 3 item_health
 29:40 Item: 1 item_armor_shard
 29:40 Item: 3 item_health
 29:40 Item: 1 item_armor_shard
 29:40 Item: 1 item_armor_shard
 29:40 Item: 1 item_armor_shard
 29:40 Item: 1 item_armor_shard
 29:41 Item: 2 weapon_rocketlauncher
 29:41 Item: 1 item_armor_shard
 29:41 Item: 1 item_armor_shard
 29:42 Item: 2 weapon_rocketlauncher
 29:42 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 29:43 Item: 2 item_armor_combat
 29:43 Item: 0 weapon_railgun
 29:46 Item: 2 weapon_rocketlauncher
 29:46 Item: 0 item_armor_body
 29:50 Item: 1 weapon_plasmagun
 29:51 Item: 2 weapon_railgun
 29:54 Item: 2 weapon_rocketlauncher
 29:55 Item: 1 item_health
 29:56 Item: 1 ammo_bullets
 29:56 Item: 1 ammo_shells
 29:57 Kill: 0 2 6: vincent-vega killed ^4anomen by MOD_ROCKET
 29:57 Item: 0 weapon_rocketlauncher
 29:58 Item: 3 ammo_shells
 29:59 Item: 2 ammo_cells
 29:59 Item: 2 ammo_cells
 30:00 Item: 0 item_health_large
 30:01 Item: 3 weapon_rocketlauncher
 30:05 Item: 2 weapon_railgun
 30:06 Kill: 0 1 6: vincent-vega killed Bruno by MOD_ROCKET
 30:09 Kill: 1022 0 22: <world> killed vincent-vega by MOD_TRIGGER_HURT
 30:10 Item: 2 weapon_railgun
 30:11 Item: 2 weapon_railgun
 30:15 Item: 0 weapon_rocketlauncher
 30:17 Item: 2 item_armor_body
 30:18 Item: 0 item_armor_shard
 30:18 Item: 0 item_armor_shard
 30:18 Item: 2 item_health
 30:18 Item: 0 item_armor_shard
 30:18 Item: 0 item_armor_shard
 30:19 Item: 0 item_armor_shard
 30:19 Item: 0 item_armor_shard
 30:19 Item: 0 item_armor_shard
 30:20 Item: 3 item_armor_combat
 30:21 Item: 2 weapon_railgun
 30:23 Item: 0 item_health
 30:23 Item: 0 item_health
 30:23 Item: 0 ammo_bullets
 30:25 Item: 3 item_health
 30:26 Kill: 0 3 6: vincent-vega killed None by MOD_ROCKET
 30:27 Item: 0 item_health
 30:27 Item: 0 item_health
 30:30 Item: 1 ammo_shells
 30:30 Item: 1 ammo_bullets
 30:35 Item: 0 weapon_rocketlauncher
 30:36 Item: 2 item_health
 30:37 Item: 2 item_health
 30:39 Kill: 2 0 10: ^4anomen killed vincent-vega by MOD_RAILGUN
 30:40 Item: 1 item_armor_shard
 30:40 Item: 1 item_armor_shard
 30:40 Item: 1 item_armor_shard
 30:41 Item: 1 item_armor_shard
 30:41 Item: 3 weapon_rocketlauncher
 30:41 Item: 1 item_armor_shard
 30:41 Item: 1 item_armor_shard
 30:41 Item: 1 item_armor_shard
 30:42 Item: 2 weapon_rocketlauncher
 30:43 Item: 1 item_armor_body
 30:46 Item: 2 item_health
 30:47 Item: 2 ammo_slugs
 30:47 Item: 1 item_health
 30:48 Item: 0 item_armor_combat
 30:49 Item: 1 ammo_shells
 30:50 Item: 2 item_armor_shard
 30:50 Item: 2 item_armor_shard
 30:50 Item: 2 item_armor_shard
 30:50 Item: 2 item_armor_shard
 30:51 Item: 2 item_armor_shard
 30:51 Item: 2 item_armor_shard
 30:51 Item: 2 item_armor_shard
 30:51 Item: 0 weapon_rocketlauncher
 30:54 Item: 1 weapon_railgun
 30:55 Item: 2 item_health
 30:56 Item: 2 item_health
 30:56 Item: 3 weapon_rocketlauncher
 30:56 Kill: 1022 0 22: <world> killed vincent-vega by MOD_TRIGGER_HURT
 31:01 Item: 2 weapon_railgun
 31:03 Item: 3 item_health
 31:03 Item: 3 item_health
 31:04 Item: 2 item_health
 31:04 Item: 3 item_health
 31:04 Item: 3 item_health
 31:04 Item: 0 weapon_rocketlauncher
 31:05 Item: 3 ammo_shells
 31:07 Item: 2 ammo_bullets
 31:08 Item: 1 item_health
 31:09 Kill: 2 1 6: ^4anomen killed Bruno by MOD_ROCKET
 31:09 Item: 2 ammo_bullets
 31:10 Item: 0 ammo_rockets
 31:10 Item: 0 ammo_rockets
 31:10 Item: 2 item_health
 31:11 Item: 2 ammo_shells
 31:15 Item: 3 weapon_railgun
 31:15 Item: 0 item_armor_combat
 31:18 Item: 3 item_health
 31:20 Item: 0 item_armor_shard
 31:20 Item: 0 item_armor_shard
 31:20 Item: 0 item_armor_shard
 31:20 Item: 0 item_armor_shard
 31:21 Item: 0 item_armor_shard
 31:22 Item: 0 item_armor_shard
 31:22 Item: 3 weapon_rocketlauncher
 31:22 Item: 0 item_armor_shard
 31:24 Item: 0 item_health
 31:27 Item: 0 item_armor_body
 31:27 Item: 3 weapon_rocketlauncher
 31:29 Item: 3 item_health_large
 31:32 Kill: 3 2 7: None killed ^4anomen by MOD_ROCKET_SPLASH
 31:32 Item: 1 ammo_cells
 31:32 Item: 1 ammo_cells
 31:36 Item: 2 ammo_slugs
 31:36 Item: 1 weapon_plasmagun
 31:38 Item: 0 weapon_railgun
 31:42 Item: 1 item_health
 31:42 Item: 2 weapon_plasmagun
 31:43 Item: 1 ammo_shells
 31:45 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 31:46 Item: 2 weapon_railgun
 31:49 Item: 0 item_health
 31:49 Item: 0 item_health
 31:50 Item: 3 weapon_rocketlauncher
 31:53 Item: 2 item_health
 31:55 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 31:55 Item: 1 item_armor_shard
 31:55 Item: 1 item_armor_shard
 31:56 Item: 1 item_armor_shard
 31:56 Item: 1 item_armor_shard
 31:56 Item: 1 item_armor_shard
 31:56 Item: 1 item_armor_shard
 31:56 Item: 1 item_armor_shard
 31:59 Item: 2 weapon_railgun
 32:00 Item: 1 weapon_shotgun
 32:02 Item: 0 item_health
 32:02 Item: 2 item_armor_combat
 32:03 Item: 3 weapon_rocketlauncher
 32:05 Item: 2 weapon_rocketlauncher
 32:06 Item: 3 weapon_shotgun
 32:08 Item: 1 item_health
 32:10 Item: 0 item_armor_body
 32:11 Item: 0 item_health
 32:12 Item: 1 item_health
 32:14 Item: 1 ammo_bullets
 32:14 Item: 1 ammo_shells
 32:15 Item: 3 weapon_shotgun
 32:18 Item: 2 item_health
 32:18 Item: 0 ammo_rockets
 32:18 Item: 0 ammo_rockets
 32:19 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 32:19 Item: 2 ammo_bullets
 32:22 Item: 2 weapon_shotgun
 32:24 Item: 3 ammo_slugs
 32:26 Item: 1 item_armor_shard
 32:26 Item: 1 item_armor_shard
 32:26 Item: 1 item_armor_shard
 32:26 Item: 1 item_armor_shard
 32:26 Item: 2 weapon_shotgun
 32:26 Item: 1 item_armor_shard
 32:26 Item: 2 weapon_rocketlauncher
 32:26 Item: 1 item_armor_shard
 32:26 Item: 3 weapon_railgun
 32:26 Item: 1 item_armor_shard
 32:28 Item: 2 item_health
 32:31 Item: 1 weapon_plasmagun
 32:32 Item: 0 item_armor_combat
 32:34 Item: 3 item_health
 32:35 Item: 1 item_health
 32:36 Item: 2 weapon_rocketlauncher
 32:39 Item: 3 item_health_large
 32:40 Item: 3 ammo_shells
 32:42 Item: 2 weapon_rocketlauncher
 32:44 Item: 3 item_health_large
 32:45 Item: 3 ammo_bullets
 32:48 Item: 2 item_health
 32:48 Item: 2 item_health
 32:49 Item: 2 ammo_shells
 32:49 Item: 2 ammo_bullets
 32:50 Kill: 0 3 6: vincent-vega killed None by MOD_ROCKET
 32:51 Item: 2 item_health
 32:52 Item: 2 item_health
 32:53 Kill: 0 1 10: vincent-vega killed Bruno by MOD_RAILGUN
 32:55 Item: 2 weapon_railgun
 32:55 Item: 3 ammo_cells
 32:55 Item: 3 ammo_cells
 33:00 Item: 0 item_armor_body
 33:02 Item: 3 weapon_railgun
 33:03 Item: 2 item_health
 33:04 Item: 3 weapon_rocketlauncher
 33:05 Item: 0 ammo_slugs
 33:06 Item: 2 ammo_bullets
 33:06 Item: 2 ammo_shells
 33:08 Item: 0 weapon_railgun
 33:12 Item: 2 weapon_rocketlauncher
 33:13 Item: 3 weapon_railgun
 33:15 Item: 1 weapon_shotgun
 33:16 Item: 0 item_armor_shard
 33:16 Item: 0 item_armor_shard
 33:17 Item: 0 item_armor_shard
 33:17 Item: 0 item_armor_shard
 33:17 Item: 0 item_armor_shard
 33:17 Item: 2 item_armor_combat
 33:17 Item: 0 item_armor_shard
 33:18 Item: 2 weapon_shotgun
 33:19 Kill: 1022 3 19: <world> killed None by MOD_FALLING
 33:21 Item: 1 weapon_shotgun
 33:23 Item: 2 weapon_rocketlauncher
 33:24 Item: 0 weapon_railgun
 33:26 Item: 1 item_armor_shard
 33:27 Item: 1 item_armor_shard
 33:27 Item: 1 item_armor_shard
 33:27 Item: 1 item_armor_shard
 33:27 Item: 1 item_armor_shard
 33:27 Item: 1 item_armor_shard
 33:28 Item: 2 weapon_rocketlauncher
 33:28 Item: 1 item_armor_shard
 33:31 Item: 2 item_health
 33:31 Item: 0 weapon_railgun
 33:32 Kill: 2 3 10: ^4anomen killed None by MOD_RAILGUN
 33:35 Item: 3 ammo_bullets
 33:35 Item: 3 ammo_shells
 33:37 Item: 1 weapon_rocketlauncher
 33:37 Item: 2 item_armor_body
 33:37 Item: 0 weapon_railgun
 33:40 Kill: 0 1 10: vincent-vega killed Bruno by MOD_RAILGUN
 33:40 Item: 3 weapon_rocketlauncher
 33:41 Item: 2 weapon_plasmagun
 33:42 Item: 2 item_armor_shard
 33:43 Item: 2 item_armor_shard
 33:43 Item: 2 item_armor_shard
 33:43 Item: 2 item_armor_shard
 33:43 Item: 2 item_armor_shard
 33:43 Item: 2 item_armor_shard
 33:43 Item: 2 item_armor_shard
 33:44 Item: 3 item_health
 33:45 Item: 3 item_health
 33:46 Item: 2 weapon_rocketlauncher
 33:51 Item: 2 weapon_railgun
 33:53 Item: 0 weapon_shotgun
 33:55 Item: 2 weapon_rocketlauncher
 33:56 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 33:56 Item: 2 item_health_large
 33:57 Item: 0 item_health
 34:00 Item: 0 ammo_slugs
 34:01 Item: 2 item_armor_combat
 34:02 Item: 0 item_health
 34:02 Item: 0 item_health
 34:02 Item: 0 ammo_bullets
 34:02 Item: 0 ammo_shells
 34:05 Item: 3 weapon_railgun
 34:05 Item: 0 ammo_bullets
 34:05 Item: 0 ammo_shells
 34:06 Item: 2 weapon_rocketlauncher
 34:14 Item: 3 item_armor_shard
 34:15 Item: 3 item_armor_shard
 34:15 Item: 3 item_armor_shard
 34:15 Item: 3 item_armor_shard
 34:17 Item: 0 ammo_rockets
 34:17 Kill: 0 2 7: vincent-vega killed ^4anomen by MOD_ROCKET_SPLASH
 34:17 say: Bruno: Have to go
 34:17 Item: 0 ammo_rockets
 34:17 Item: 3 weapon_shotgun
 34:19 Kill: 0 1 7: vincent-vega killed Bruno by MOD_ROCKET_SPLASH
 34:21 Item: 0 item_health
 34:21 say: Bruno:  Have fun :)
